"IndividualId","Time [min]","Organism|PeripheralVenousBlood|Dextromethorphan|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|PeripheralVenousBlood|Dextrorphan|Plasma (Peripheral Venous Blood) [µmol/l]"
0,1728,0.0003003232,0.008746765
0,1731,0.0002991167,0.008733751
0,1734,0.0002979133,0.00872074
0,1737,0.000296713,0.008707729
0,1740,0.0002955159,0.008694721
0,1743,0.000294322,0.008681715
0,1746,0.0002931312,0.008668711
0,1749,0.0002919436,0.00865571
0,1752,0.0002907591,0.008642711
0,1755,0.0002895778,0.008629713
0,1758,0.0002883997,0.008616718
0,1761,0.0002872248,0.008603727
0,1764,0.0002860531,0.008590737
0,1767,0.0002848846,0.008577751
0,1770,0.0002837192,0.008564767
0,1773,0.0002825571,0.008551787
0,1776,0.0002813982,0.008538809
0,1779,0.0002802425,0.008525834
0,1782,0.00027909,0.008512863
0,1785,0.0002779407,0.008499895
0,1788,0.0002767946,0.00848693
0,1791,0.0002756518,0.008473968
0,1794,0.0002745122,0.008461011
0,1797,0.0002733758,0.008448056
0,1800,0.0002722427,0.008435106
