"IndividualId","Time [min]","Organism|PeripheralVenousBlood|Dextromethorphan|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|PeripheralVenousBlood|Dextrorphan|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|PeripheralVenousBlood|Dextrorphan-O-glucuronide|Plasma (Peripheral Venous Blood) [µmol/l]"
0,837,0.002763031,0.0669278,0
0,840,0.002759515,0.06696299,0
0,843,0.00275599,0.0669982,0
0,846,0.002752456,0.06703341,0
0,849,0.002748913,0.06706863,0
0,852,0.002745359,0.06710385,0
0,855,0.002741795,0.06713907,0
0,858,0.002738221,0.06717427,0
0,861,0.002734637,0.06720947,0
0,864,0.002731041,0.06724466,0
0,867,0.002727434,0.06727985,0
0,870,0.002723816,0.067315,0
0,873,0.002720186,0.06735014,0
0,876,0.002716544,0.06738526,0
0,879,0.00271289,0.06742035,0
0,882,0.002709224,0.06745541,0
0,885,0.002705545,0.06749044,0
0,888,0.002701854,0.06752545,0
0,891,0.00269815,0.06756041,0
0,894,0.002694433,0.06759534,0
0,897,0.002690703,0.06763022,0
0,900,0.002686959,0.06766507,0
0,903,0.002683202,0.06769986,0
0,906,0.002679431,0.06773462,0
0,909,0.002675647,0.06776932,0
0,912,0.002671849,0.06780397,0
0,915,0.002668036,0.06783857,0
0,918,0.00266421,0.06787311,0
0,921,0.00266037,0.0679076,0
0,924,0.002656515,0.06794202,0
0,927,0.002652646,0.06797639,0
0,930,0.002648762,0.06801069,0
0,933,0.002644864,0.06804492,0
0,936,0.002640951,0.06807908,0
0,939,0.002637023,0.06811319,0
0,942,0.002633081,0.06814721,0
0,945,0.002629124,0.06818116,0
0,948,0.002625152,0.06821504,0
0,951,0.002621165,0.06824885,0
0,954,0.002617163,0.06828257,0
0,957,0.002613146,0.06831621,0
0,960,0.002609115,0.06834978,0
0,963,0.002605068,0.06838326,0
0,966,0.002601006,0.06841666,0
0,969,0.002596929,0.06844997,0
0,972,0.002592836,0.0684832,0
0,975,0.002588729,0.06851634,0
0,978,0.002584606,0.06854938,0
0,981,0.002580469,0.06858233,0
0,984,0.002576316,0.0686152,0
0,987,0.002572148,0.06864797,0
0,990,0.002567965,0.06868064,0
0,993,0.002563767,0.06871322,0
0,996,0.002559553,0.0687457,0
0,999,0.002555325,0.06877808,0
0,1002,0.002551082,0.06881035,0
0,1005,0.002546823,0.06884253,0
0,1008,0.00254255,0.06887461,0
0,1011,0.002538261,0.06890658,0
0,1014,0.002533958,0.06893843,0
0,1017,0.00252964,0.0689702,0
0,1020,0.002525307,0.06900185,0
0,1023,0.002520959,0.06903339,0
0,1026,0.002516596,0.06906483,0
0,1029,0.002512219,0.06909615,0
0,1032,0.002507827,0.06912736,0
0,1035,0.00250342,0.06915846,0
0,1038,0.002498999,0.06918944,0
0,1041,0.002494564,0.06922032,0
0,1044,0.002490114,0.06925108,0
0,1047,0.002485649,0.06928171,0
0,1050,0.002481171,0.06931224,0
0,1053,0.002476678,0.06934264,0
0,1056,0.002472171,0.06937293,0
0,1059,0.00246765,0.0694031,0
0,1062,0.002463115,0.06943315,0
0,1065,0.002458567,0.06946307,0
0,1068,0.002454004,0.06949287,0
0,1071,0.002449428,0.06952255,0
0,1074,0.002444838,0.06955211,0
0,1077,0.002440234,0.06958155,0
0,1080,0.002435617,0.06961086,0
0,1083,0.002430987,0.06964003,0
0,1086,0.002426344,0.06966909,0
0,1089,0.002421687,0.06969802,0
0,1092,0.002417017,0.06972682,0
0,1095,0.002412334,0.0697555,0
0,1098,0.002407638,0.06978405,0
0,1101,0.00240293,0.06981246,0
0,1104,0.002398209,0.06984074,0
0,1107,0.002393475,0.0698689,0
0,1110,0.002388729,0.06989693,0
0,1113,0.00238397,0.06992482,0
0,1116,0.002379199,0.06995258,0
0,1119,0.002374417,0.06998021,0
0,1122,0.002369622,0.0700077,0
0,1125,0.002364815,0.07003506,0
0,1128,0.002359996,0.07006229,0
0,1131,0.002355166,0.07008938,0
0,1134,0.002350324,0.07011634,0
0,1137,0.00234547,0.07014316,0
0,1140,0.002340606,0.07016984,0
0,1143,0.00233573,0.0701964,0
0,1146,0.002330843,0.07022281,0
0,1149,0.002325945,0.07024908,0
0,1152,0.002321036,0.07027522,0
0,1155,0.002316116,0.07030122,0
0,1158,0.002311186,0.07032708,0
0,1161,0.002306245,0.0703528,0
0,1164,0.002301294,0.07037839,0
0,1167,0.002296333,0.07040383,0
0,1170,0.002291361,0.07042913,0
0,1173,0.00228638,0.0704543,0
0,1176,0.002281388,0.07047933,0
0,1179,0.002276387,0.07050421,0
0,1182,0.002271377,0.07052895,0
0,1185,0.002266356,0.07055356,0
0,1188,0.002261327,0.07057802,0
0,1191,0.002256288,0.07060234,0
0,1194,0.00225124,0.07062651,0
0,1197,0.002246184,0.07065055,0
0,1200,0.002241118,0.07067444,0
0,1203,0.002236044,0.07069819,0
0,1206,0.002230961,0.0707218,0
0,1209,0.00222587,0.07074526,0
0,1212,0.00222077,0.07076859,0
0,1215,0.002215663,0.07079177,0
0,1218,0.002210547,0.0708148,0
0,1221,0.002205423,0.07083769,0
0,1224,0.002200292,0.07086044,0
0,1227,0.002195153,0.07088304,0
0,1230,0.002190006,0.07090551,0
0,1233,0.002184853,0.07092782,0
0,1236,0.002179692,0.07094999,0
0,1239,0.002174523,0.07097203,0
0,1242,0.002169348,0.07099391,0
0,1245,0.002164166,0.07101565,0
0,1248,0.002158978,0.07103725,0
0,1251,0.002153783,0.0710587,0
0,1254,0.002148581,0.07108,0
0,1257,0.002143373,0.07110117,0
0,1260,0.002138159,0.07112218,0
0,1263,0.002132939,0.07114305,0
0,1266,0.002127713,0.07116378,0
0,1269,0.002122482,0.07118436,0
0,1272,0.002117244,0.0712048,0
0,1275,0.002112002,0.07122509,0
0,1278,0.002106754,0.07124524,0
0,1281,0.002101501,0.07126524,0
0,1284,0.002096242,0.0712851,0
0,1287,0.002090979,0.07130481,0
0,1290,0.002085711,0.07132439,0
0,1293,0.002080438,0.07134381,0
0,1296,0.002075161,0.07136308,0
0,1299,0.002069879,0.07138222,0
0,1302,0.002064594,0.07140121,0
0,1305,0.002059303,0.07142006,0
0,1308,0.00205401,0.07143875,0
0,1311,0.002048712,0.07145731,0
0,1314,0.00204341,0.07147572,0
0,1317,0.002038105,0.07149399,0
0,1320,0.002032796,0.07151211,0
0,1323,0.002027484,0.07153009,0
0,1326,0.002022169,0.07154793,0
0,1329,0.002016851,0.07156561,0
0,1332,0.00201153,0.07158316,0
0,1335,0.002006205,0.07160056,0
0,1338,0.002000879,0.07161782,0
0,1341,0.00199555,0.07163493,0
0,1344,0.001990218,0.07165191,0
0,1347,0.001984884,0.07166874,0
0,1350,0.001979548,0.07168542,0
0,1353,0.00197421,0.07170196,0
0,1356,0.001968869,0.07171836,0
0,1359,0.001963528,0.07173461,0
0,1362,0.001958184,0.07175072,0
0,1365,0.001952839,0.0717667,0
0,1368,0.001947493,0.07178252,0
0,1371,0.001942145,0.07179821,0
0,1374,0.001936796,0.07181375,0
0,1377,0.001931446,0.07182916,0
0,1380,0.001926095,0.07184441,0
0,1383,0.001920743,0.07185953,0
0,1386,0.001915391,0.07187451,0
0,1389,0.001910038,0.07188934,0
0,1392,0.001904685,0.07190404,0
0,1395,0.001899331,0.07191859,0
0,1398,0.001893978,0.071933,0
0,1401,0.001888624,0.07194728,0
0,1404,0.00188327,0.07196141,0
0,1407,0.001877916,0.0719754,0
0,1410,0.001872563,0.07198925,0
0,1413,0.00186721,0.07200297,0
0,1416,0.001861858,0.07201654,0
0,1419,0.001856506,0.07202998,0
0,1422,0.001851155,0.07204327,0
0,1425,0.001845805,0.07205643,0
0,1428,0.001840456,0.07206944,0
0,1431,0.001835108,0.07208233,0
0,1434,0.001829762,0.07209507,0
0,1437,0.001824416,0.07210767,0
0,1440,0.001819072,0.07212014,0
0,1443,0.00181373,0.07213247,0
0,1446,0.001808389,0.07214466,0
