"IndividualId","Time [min]","Organism|PeripheralVenousBlood|Dextromethorphan|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|PeripheralVenousBlood|Dextrorphan|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|PeripheralVenousBlood|Dextrorphan-O-glucuronide|Plasma (Peripheral Venous Blood) [µmol/l]"
0,1305,0.002114589,0.03845694,0.1137261
0,1308,0.002108965,0.03841745,0.113619
0,1311,0.002103337,0.0383779,0.1135117
0,1314,0.002097706,0.0383383,0.1134043
0,1317,0.002092072,0.03829864,0.1132967
0,1320,0.002086435,0.03825893,0.1131888
0,1323,0.002080795,0.03821916,0.1130808
0,1326,0.002075153,0.03817933,0.1129727
0,1329,0.002069509,0.03813944,0.1128643
0,1332,0.002063862,0.0380995,0.1127558
0,1335,0.002058213,0.03805951,0.1126471
0,1338,0.002052563,0.03801945,0.1125382
0,1341,0.00204691,0.03797935,0.1124291
0,1344,0.002041256,0.03793918,0.1123198
0,1347,0.0020356,0.03789896,0.1122104
0,1350,0.002029943,0.03785869,0.1121008
0,1353,0.002024284,0.03781836,0.111991
0,1356,0.002018625,0.03777798,0.1118811
0,1359,0.002012964,0.03773754,0.111771
0,1362,0.002007303,0.03769705,0.1116606
0,1365,0.00200164,0.03765651,0.1115502
0,1368,0.001995977,0.03761591,0.1114395
0,1371,0.001990314,0.03757526,0.1113287
0,1374,0.001984651,0.03753456,0.1112177
0,1377,0.001978987,0.0374938,0.1111065
0,1380,0.001973323,0.03745299,0.1109951
0,1383,0.001967659,0.03741213,0.1108836
0,1386,0.001961995,0.03737121,0.1107719
0,1389,0.001956332,0.03733025,0.1106601
0,1392,0.001950669,0.03728924,0.110548
0,1395,0.001945007,0.03724817,0.1104358
0,1398,0.001939345,0.03720705,0.1103234
0,1401,0.001933684,0.03716588,0.1102109
0,1404,0.001928025,0.03712466,0.1100982
0,1407,0.001922366,0.03708339,0.1099853
0,1410,0.001916709,0.03704207,0.1098722
0,1413,0.001911052,0.0370007,0.109759
0,1416,0.001905398,0.03695929,0.1096456
0,1419,0.001899745,0.03691782,0.1095321
0,1422,0.001894093,0.03687631,0.1094184
0,1425,0.001888444,0.03683475,0.1093045
0,1428,0.001882796,0.03679314,0.1091905
0,1431,0.001877151,0.03675148,0.1090763
0,1434,0.001871507,0.03670977,0.1089619
0,1437,0.001865866,0.03666802,0.1088474
0,1440,0.001860228,0.03662622,0.1087328
0,1443,0.001854592,0.03658437,0.1086179
0,1446,0.001848958,0.03654248,0.1085029
0,1449,0.001843328,0.03650054,0.1083878
0,1452,0.0018377,0.03645856,0.1082725
0,1455,0.001832075,0.03641653,0.108157
0,1458,0.001826454,0.03637446,0.1080414
0,1461,0.001820835,0.03633234,0.1079256
0,1464,0.00181522,0.03629018,0.1078097
0,1467,0.001809609,0.03624797,0.1076936
0,1470,0.001804001,0.03620572,0.1075774
0,1473,0.001798396,0.03616343,0.1074611
0,1476,0.001792796,0.0361211,0.1073445
0,1479,0.001787199,0.03607872,0.1072279
0,1482,0.001781607,0.0360363,0.107111
0,1485,0.001776018,0.03599384,0.1069941
0,1488,0.001770434,0.03595134,0.106877
0,1491,0.001764854,0.0359088,0.1067597
0,1494,0.001759278,0.03586621,0.1066423
0,1497,0.001753707,0.03582358,0.1065248
0,1500,0.001748141,0.03578092,0.1064071
0,1503,0.001742579,0.03573821,0.1062893
0,1506,0.001737022,0.03569547,0.1061713
0,1509,0.00173147,0.03565269,0.1060532
0,1512,0.001725923,0.03560987,0.105935
0,1515,0.001720382,0.03556701,0.1058166
0,1518,0.001714845,0.03552411,0.1056981
0,1521,0.001709314,0.03548117,0.1055794
0,1524,0.001703788,0.0354382,0.1054606
0,1527,0.001698268,0.03539519,0.1053417
